condition,repair_calls,registry_network_calls,latency_mean_seconds,latency_p50_seconds,latency_p95_seconds
base,71,0,0.930501422411959,0.7085879314690828,1.7567812530323863
bound_fold_A,12,0,0.781747582834214,0.6696816338226199,1.1974149625748396
