condition,repair_calls,registry_network_calls,latency_mean_seconds,latency_p50_seconds,latency_p95_seconds
base,70,0,1.2469615348880845,0.7464758008718491,3.197179213166237
bound_fold_B,41,0,0.9823915738975857,0.728247819468379,3.151324621401727
